CustomerID,Age,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,NumDealsPurchases,Kidhome,Teenhome,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain,Education,Marital_Status,CustomerTenureDays,Cluster
369,35,70296.17,83,563.45,45.08,283.91,31.7,60.3,74.42,8,4,16,3,2,0,2,0,0,0,0,0,0,PhD,Married,3269,1
370,34,31016.01,92,188.4,10.25,59.32,5.29,4.18,49.82,2,2,3,5,2,1,0,0,1,0,0,0,0,Master,Single,2635,0
371,35,88810.22,96,732.9,152.49,173.36,239.17,22.65,82.88,2,1,8,10,4,0,0,0,0,0,0,0,0,Graduation,Together,1198,3
372,24,27761.16,86,339.94,20.52,223.94,21.37,6.45,11.0,4,0,6,3,1,1,0,0,0,1,0,0,0,Graduation,Widow,3217,0
373,43,77219.02,62,826.05,117.2,189.99,166.91,103.1,121.36,5,2,11,3,0,0,2,0,0,0,0,0,0,PhD,Single,2273,3
374,44,99658.85,67,761.74,26.78,81.72,34.91,86.9,64.23,8,2,7,8,2,0,1,0,1,0,0,1,0,PhD,Married,2440,1
375,54,103202.93,69,1012.54,44.63,549.79,45.11,114.2,80.62,5,3,12,6,0,0,1,0,0,0,0,0,0,PhD,Together,1743,3
376,20,29165.58,55,413.95,36.57,159.0,32.67,23.32,22.46,1,0,5,5,0,0,1,1,1,0,0,0,0,PhD,Divorced,1065,2
377,35,100007.16,30,347.74,45.71,192.64,70.09,0.0,68.13,10,5,10,2,3,0,1,1,0,0,1,0,0,Basic,Widow,2815,1
378,54,113108.65,4,587.85,54.13,502.91,69.42,77.38,97.68,5,3,5,8,4,0,0,1,0,0,0,0,0,Graduation,Widow,3257,3
379,30,27942.39,8,251.2,13.03,79.75,21.69,14.03,14.7,3,1,2,7,1,1,1,0,0,0,0,0,0,Master,Together,1215,0
380,36,22326.34,76,233.17,11.1,73.38,13.73,13.71,7.0,4,1,1,3,2,2,2,1,0,0,0,0,0,2n Cycle,Together,3028,2
381,36,108245.7,40,1016.8,10.6,780.05,49.04,58.67,151.0,11,3,2,4,3,0,1,0,0,0,0,0,0,Basic,Widow,314,3
382,48,82369.89,96,761.43,58.13,308.98,94.26,48.93,137.07,3,1,13,7,3,0,2,0,1,0,0,1,0,PhD,Single,2014,3
383,28,31469.61,52,122.67,0.0,74.86,20.35,13.58,11.41,2,1,3,5,3,1,1,0,0,0,1,0,0,Master,Single,1875,0
384,59,78923.79,50,984.28,56.53,619.61,142.87,102.12,122.82,7,2,9,5,2,0,1,1,1,0,1,0,0,2n Cycle,Divorced,963,3
385,60,84699.38,81,658.41,89.8,555.64,40.9,92.34,107.73,6,2,6,1,2,0,0,1,0,0,0,0,0,Master,Single,1576,3
386,44,40208.19,21,165.56,11.15,152.2,3.93,25.1,13.54,3,2,4,5,2,2,0,0,0,0,0,0,0,Basic,Single,1457,0
387,22,27918.37,87,149.57,13.44,100.67,48.09,30.95,19.84,4,4,3,7,3,0,1,0,0,0,0,1,0,Master,Married,1261,0
388,33,62513.25,71,777.0,84.51,205.29,199.57,61.23,0.0,13,7,14,5,2,0,0,0,1,1,0,0,0,Basic,Married,562,1
389,45,40159.8,86,291.22,19.48,0.0,11.26,11.63,26.57,2,0,1,4,1,1,1,1,0,0,0,0,0,Master,Single,2453,0
390,45,11542.16,62,226.41,8.04,184.98,30.45,8.39,27.35,3,0,6,8,2,2,2,0,0,0,0,0,0,Basic,Married,656,0
391,47,88889.14,87,276.66,105.72,647.55,191.97,30.37,154.22,6,1,7,3,2,0,2,0,0,0,0,0,0,Master,Married,1570,3
392,43,82083.99,65,1250.31,74.32,566.52,81.61,47.81,117.11,6,6,6,7,3,0,2,0,0,0,0,1,1,PhD,Married,1012,3
393,25,16400.04,75,444.71,1.66,150.56,40.8,10.3,13.17,2,3,7,6,3,1,0,0,1,1,1,0,0,Graduation,Married,94,0
394,44,91872.62,63,1106.05,96.32,272.93,142.19,41.26,49.03,9,6,7,5,3,0,2,0,0,1,0,0,0,Master,Married,2012,1
395,22,13415.93,75,164.01,17.19,168.83,30.9,14.94,45.71,3,1,5,3,1,0,1,1,0,0,0,0,0,Basic,Divorced,3450,2
396,35,103331.98,19,857.82,126.57,164.37,165.88,25.82,17.16,8,3,9,6,2,0,2,0,1,0,0,0,0,Graduation,Single,3431,3
397,44,65373.72,94,636.36,11.19,311.98,30.12,37.55,97.73,7,4,7,5,3,1,1,1,0,1,0,0,0,Basic,Widow,1301,1
398,34,88228.22,56,709.77,70.78,200.03,73.21,75.57,49.47,10,5,12,8,4,0,0,1,0,1,1,0,0,PhD,Married,2178,1
399,36,20940.84,5,280.32,9.64,48.22,24.43,7.24,37.63,3,0,4,2,2,1,2,0,0,0,0,0,0,Basic,Married,2875,0
400,50,18642.2,35,128.28,13.51,34.57,23.71,7.93,29.02,5,0,4,3,2,2,0,1,0,0,1,0,0,Master,Single,2024,0
401,37,76221.9,30,651.71,56.99,352.89,107.09,92.39,99.28,4,2,8,4,1,0,0,0,0,0,0,0,0,Basic,Divorced,2072,3
402,30,76986.69,68,547.11,55.21,230.86,75.43,47.01,104.77,6,6,12,6,1,1,1,1,1,1,0,0,0,Master,Widow,436,1
403,29,30437.06,83,271.85,41.27,237.56,53.3,18.92,56.63,4,1,6,8,0,0,2,0,0,0,0,0,0,Master,Married,3012,0
404,27,27244.2,58,304.62,28.13,104.36,21.3,35.11,56.19,3,1,4,4,4,1,0,0,0,0,1,0,0,Master,Married,1221,0
405,21,21871.52,54,304.12,30.82,90.64,42.95,17.8,56.81,4,4,5,6,2,0,1,0,1,0,1,1,0,Graduation,Together,3163,0
406,27,26800.39,60,234.44,10.32,69.75,29.66,33.4,34.69,2,1,6,4,1,2,0,0,0,0,0,0,0,PhD,Together,3200,2
407,40,27103.73,12,227.14,17.75,30.19,16.68,21.87,11.69,1,0,4,7,2,2,0,0,0,0,0,0,0,Master,Widow,2066,0
408,32,85220.68,42,687.18,33.03,100.02,76.61,38.37,101.28,1,2,8,9,1,0,2,0,0,1,1,0,0,Graduation,Together,3508,3
409,38,81277.83,25,906.72,52.51,802.36,64.51,27.8,180.65,8,2,8,6,3,0,1,1,0,1,0,0,0,PhD,Divorced,1865,3
410,23,35570.09,44,399.21,45.85,164.44,32.31,17.01,62.99,1,1,4,6,1,0,1,0,1,0,0,0,0,PhD,Together,3645,2
411,22,23411.27,31,139.86,30.97,121.44,39.37,35.01,42.52,6,2,4,4,4,1,0,0,0,0,0,0,0,Basic,Single,2181,0
412,37,21182.09,41,97.48,8.39,31.81,30.33,21.01,13.64,3,1,5,2,6,1,0,0,0,0,0,0,0,Master,Divorced,1408,0
413,60,42459.19,62,205.16,14.03,118.56,19.18,14.34,26.56,1,3,2,4,1,2,2,0,0,1,0,0,0,Basic,Divorced,1119,2
414,42,92115.35,55,552.94,74.72,194.81,90.03,63.48,113.45,5,6,10,7,3,1,2,0,1,0,0,1,0,2n Cycle,Widow,3479,1
415,42,21942.92,39,252.15,13.52,39.71,24.17,13.25,24.14,4,1,2,3,5,2,0,0,0,0,0,0,0,Graduation,Single,3524,2
416,21,27284.89,65,84.41,17.4,104.08,37.71,20.89,42.43,4,1,7,4,1,1,0,0,0,0,0,0,0,Graduation,Together,912,2
417,18,38097.88,71,439.69,22.29,191.62,44.66,15.51,28.99,1,2,6,6,3,2,0,0,0,0,1,0,0,Master,Widow,3516,0
418,45,27643.46,91,150.96,3.67,17.05,38.91,20.39,35.31,3,0,6,4,2,2,2,0,0,1,0,0,1,Graduation,Divorced,1465,2
419,25,42794.0,77,386.36,23.93,207.12,24.02,9.4,43.39,5,1,3,2,1,1,1,0,1,1,0,0,0,2n Cycle,Married,156,0
420,30,59393.37,31,573.5,13.87,77.97,71.53,69.54,70.05,10,1,12,7,3,0,2,1,1,0,0,1,0,Basic,Widow,1614,1
421,34,82719.47,93,786.54,81.46,483.5,94.8,48.24,76.32,7,1,8,6,1,0,0,0,1,0,1,0,0,2n Cycle,Divorced,3452,3
422,24,31552.77,3,228.97,31.12,85.39,72.88,17.98,27.68,2,1,6,10,3,0,1,0,0,1,0,1,0,Graduation,Together,772,0
423,47,66326.84,56,1301.1,58.95,189.72,40.91,26.59,37.13,6,4,12,4,2,0,0,0,0,0,1,0,0,Graduation,Widow,1143,3
424,24,27246.02,1,442.27,41.57,110.49,46.79,23.19,7.59,3,0,5,5,3,1,2,0,0,0,0,0,0,Master,Married,1464,0
425,39,101700.69,51,555.38,52.02,145.99,135.58,19.95,71.7,7,2,12,5,0,0,0,1,1,0,1,1,0,2n Cycle,Widow,332,1
426,32,90399.27,43,582.44,100.33,598.84,163.04,58.49,50.68,4,2,11,3,3,1,1,1,0,0,1,0,0,Graduation,Together,1736,3
427,37,79874.06,62,697.92,74.32,892.6,145.91,29.05,152.95,5,5,5,6,2,0,0,1,0,0,0,0,0,PhD,Single,1023,3
428,40,101185.32,13,665.27,57.2,186.89,108.24,92.18,179.33,6,0,9,4,3,0,1,0,1,0,1,0,0,PhD,Single,2687,3
429,22,24492.19,97,326.63,22.02,270.52,58.99,21.27,21.41,2,2,4,6,4,0,0,0,0,0,0,0,0,Basic,Married,61,0
430,33,87546.77,82,993.37,83.04,389.89,116.11,28.2,105.39,10,7,9,8,0,1,1,0,1,0,1,0,0,2n Cycle,Together,3453,3
431,38,92513.95,40,269.28,50.93,488.76,43.99,45.57,78.31,10,2,15,9,2,1,1,1,1,1,0,0,0,PhD,Single,874,1
432,31,100815.93,60,854.83,42.53,336.2,83.59,10.14,48.99,8,6,11,4,3,0,2,0,1,1,0,0,0,PhD,Single,2149,1
433,26,70604.7,84,611.03,55.32,375.22,62.69,31.03,68.85,10,3,13,3,3,0,0,0,1,0,0,0,0,Basic,Married,1020,1
434,34,98554.87,25,770.56,80.41,441.0,64.11,63.92,66.62,4,2,11,6,1,0,1,0,1,1,1,1,1,2n Cycle,Widow,3568,3
435,35,53037.48,24,561.93,76.02,512.57,18.91,0.0,87.0,11,4,14,9,1,1,0,0,1,1,0,1,0,2n Cycle,Widow,1293,1
436,43,49104.79,69,821.67,71.21,491.91,73.53,48.48,61.79,6,3,7,5,1,0,2,0,0,0,1,0,0,Basic,Single,895,3
437,33,84767.12,30,1217.4,56.66,606.15,150.86,72.63,85.97,7,0,4,4,1,0,0,0,1,1,1,0,0,Graduation,Married,933,3
438,20,93271.02,30,563.0,60.54,25.06,44.41,34.15,89.56,9,2,6,7,3,1,1,0,0,0,0,1,0,2n Cycle,Widow,444,1
439,53,31631.73,25,143.86,11.24,68.21,35.53,22.59,24.67,1,0,4,3,2,1,2,0,0,0,0,0,0,Graduation,Married,1660,2
440,24,31809.02,43,364.82,26.2,204.29,21.86,30.33,28.13,2,3,9,8,0,1,2,0,0,0,0,0,1,Graduation,Single,608,2
441,29,104402.49,59,854.09,65.49,54.39,203.24,58.29,68.95,5,2,6,6,2,0,1,0,1,0,1,0,0,Master,Widow,2039,1
442,26,29050.15,57,496.8,0.0,148.11,11.05,7.55,44.85,2,4,2,5,4,0,1,1,0,0,1,0,0,PhD,Widow,567,0
443,56,44809.07,60,225.76,17.83,62.8,48.71,8.22,8.03,1,2,2,3,1,1,0,0,0,0,0,0,0,Graduation,Together,1978,2
444,24,10712.27,37,162.03,26.66,129.97,0.65,35.25,32.31,1,2,6,6,1,0,2,0,1,1,0,0,0,PhD,Divorced,1912,2
445,30,36744.06,62,329.08,39.06,280.93,0.87,25.73,69.13,2,1,2,2,0,0,0,0,0,0,0,0,0,2n Cycle,Married,3191,2
446,23,22253.21,94,225.37,38.53,112.37,38.23,52.02,52.41,2,2,6,1,3,2,2,0,0,1,0,0,0,Master,Widow,1818,0
447,29,39523.62,98,242.21,26.96,189.53,30.47,29.68,18.41,3,2,3,6,2,0,2,1,0,0,1,1,0,PhD,Single,1524,0
448,42,76420.92,9,786.02,45.13,514.29,206.07,68.47,0.0,5,2,9,3,0,0,0,1,0,0,0,0,0,Graduation,Together,2732,3
449,30,28564.05,59,234.78,19.07,73.88,14.48,33.48,34.97,2,2,4,3,5,0,2,0,1,0,0,0,0,Graduation,Divorced,2615,2
450,23,15434.87,93,332.16,27.61,230.5,34.5,32.62,48.91,5,1,6,6,0,2,1,1,0,1,1,0,0,Graduation,Divorced,1938,2
451,20,22708.35,11,180.71,31.39,238.23,18.13,2.18,30.95,1,3,4,8,0,1,0,1,0,0,0,0,0,Basic,Widow,2734,0
452,52,19960.88,66,202.14,9.28,45.51,16.06,11.01,39.88,4,0,8,4,2,1,2,0,0,0,0,0,0,PhD,Single,2741,2
453,24,85007.51,4,1011.81,40.18,412.52,78.88,63.06,61.93,9,5,6,6,2,1,2,0,0,1,0,1,0,2n Cycle,Divorced,2377,3
454,35,103332.12,93,1032.93,62.31,275.87,38.56,43.32,112.35,3,3,9,2,3,0,2,0,1,0,1,1,0,Master,Married,200,1
455,56,77492.58,86,802.74,92.55,707.58,119.19,63.78,68.31,3,4,5,6,2,0,0,1,0,0,0,0,0,PhD,Married,3021,3
456,24,19303.15,20,386.97,31.21,177.27,11.48,37.2,33.0,5,2,2,5,2,1,2,0,1,1,0,0,0,PhD,Single,2353,0
457,43,28390.74,91,236.99,18.55,80.91,39.73,8.23,19.1,1,3,3,4,2,2,1,0,0,0,0,0,0,2n Cycle,Widow,442,0
458,20,17311.12,24,386.51,12.12,220.98,71.17,23.75,20.68,6,1,5,8,3,2,1,0,1,0,1,0,0,Graduation,Single,584,0
459,29,95224.42,68,422.77,65.96,250.91,100.36,26.22,99.3,4,1,15,4,4,0,1,1,0,0,1,0,0,Graduation,Widow,1728,1
460,22,106364.29,83,598.14,34.21,359.99,85.8,46.94,69.52,3,4,11,5,1,0,1,0,1,1,0,0,0,Basic,Single,2586,1
461,21,75927.79,22,904.66,102.58,297.94,123.79,75.02,39.84,6,2,9,4,1,0,2,0,0,0,1,1,0,Master,Single,2859,1
462,61,92820.54,71,839.06,67.49,454.35,157.74,56.88,83.76,10,3,5,7,1,0,2,0,0,0,1,0,0,PhD,Widow,50,3
463,31,16635.88,28,239.05,37.01,166.26,18.7,16.23,48.28,5,4,7,1,2,1,0,1,0,0,0,0,0,Master,Together,1447,0
464,40,31280.95,1,192.36,17.79,125.96,19.81,14.9,12.85,1,0,4,4,3,2,0,0,0,0,0,0,0,Graduation,Married,664,2
465,32,66729.08,44,119.2,40.67,316.6,51.51,48.14,61.15,4,7,9,5,1,0,0,1,1,0,0,0,0,Master,Divorced,1144,1
466,40,87771.81,98,547.54,43.76,938.29,45.18,91.09,67.93,3,4,4,8,2,0,0,0,0,0,1,0,0,Graduation,Widow,3624,3
467,40,96281.73,10,820.69,103.14,328.69,173.59,65.4,31.11,4,5,10,5,3,0,1,0,1,0,0,0,0,PhD,Single,3376,3
468,34,92091.41,10,412.96,93.83,18.2,114.19,70.85,118.37,4,1,7,11,2,0,2,1,0,0,0,0,0,Basic,Widow,2153,1
469,27,24134.91,85,399.75,6.51,73.15,5.46,33.77,10.68,4,0,4,4,2,1,0,1,0,1,0,0,1,PhD,Widow,1859,0
470,31,91527.46,52,926.66,59.26,135.54,57.33,89.22,127.5,5,4,10,7,3,1,2,1,1,0,0,1,0,Basic,Together,2393,1
471,29,103348.72,72,1070.12,38.92,515.16,29.17,70.75,57.55,5,5,13,4,2,1,1,0,1,0,1,0,0,Graduation,Divorced,1564,3
472,36,90939.6,93,886.6,30.07,239.97,130.06,26.22,117.6,5,2,10,3,1,0,2,0,0,0,0,0,0,Basic,Single,3281,3
473,44,32997.45,85,143.93,9.46,161.44,28.46,10.36,16.5,1,0,3,6,0,2,0,1,0,0,0,0,0,PhD,Single,518,2
474,46,81235.31,23,1190.46,96.24,366.71,162.92,83.9,83.03,7,1,10,5,2,0,2,0,1,0,0,0,0,PhD,Single,3424,3
475,30,105572.52,54,796.08,42.09,29.86,11.35,53.11,51.08,7,5,13,7,4,0,2,1,0,0,1,1,0,2n Cycle,Divorced,1572,1
476,43,23844.38,10,256.48,23.47,135.18,17.8,19.62,24.6,4,0,0,4,0,1,1,0,0,1,0,0,0,Graduation,Widow,2907,2
477,36,32770.45,52,140.85,10.32,85.07,10.17,4.68,4.35,1,0,2,2,2,2,2,0,0,0,0,0,0,2n Cycle,Widow,2004,2
478,34,16175.79,70,157.74,10.89,54.84,52.0,10.24,22.23,1,2,3,4,2,1,0,1,0,0,0,0,0,2n Cycle,Divorced,1433,2
479,26,14161.08,34,357.82,24.37,0.0,14.92,14.18,5.76,4,2,3,3,4,0,2,0,0,0,0,1,0,Graduation,Married,2199,0
480,24,24361.72,8,271.97,40.89,119.2,57.98,15.44,32.48,4,1,6,7,1,1,2,1,0,0,0,0,0,Master,Together,2451,0
481,29,27724.37,62,250.02,20.99,204.14,33.39,28.18,42.8,4,2,3,8,3,0,0,0,0,0,0,0,0,PhD,Widow,2635,0
482,38,82347.54,48,834.43,28.37,565.47,45.02,36.35,112.67,6,4,4,4,2,0,2,0,0,0,1,0,0,Basic,Single,1234,1
483,38,87285.7,69,770.74,71.09,618.13,236.23,20.55,97.4,3,2,5,3,3,0,0,1,1,1,0,0,0,Master,Widow,3360,1
484,28,94922.82,93,571.97,72.19,377.54,75.59,61.85,122.69,2,5,12,10,1,0,2,1,0,0,0,0,0,Graduation,Widow,3474,3
485,29,18249.41,68,193.14,16.32,179.29,34.68,26.93,25.16,8,3,5,5,0,0,1,0,1,0,0,0,0,Basic,Widow,1269,0
486,39,98195.23,74,1166.62,75.31,426.94,0.0,61.85,129.95,7,2,8,12,0,0,2,1,0,1,0,0,0,Master,Widow,2620,1
487,41,80927.62,78,924.87,63.81,1079.81,68.93,33.38,117.11,2,3,8,8,4,0,2,1,0,1,0,0,0,PhD,Divorced,3130,3
488,30,96154.91,61,868.04,53.63,243.13,16.23,62.12,65.89,8,2,17,4,2,0,2,0,0,1,0,0,0,2n Cycle,Widow,2310,1
489,57,89388.1,37,1128.02,114.25,425.22,81.76,84.71,115.24,5,3,12,6,2,0,1,1,0,0,0,1,0,Graduation,Together,621,3
490,30,102626.67,16,727.54,50.03,0.0,186.26,48.57,21.79,6,3,10,2,4,1,2,0,1,0,1,1,0,Graduation,Married,2114,1
491,52,41314.46,99,155.95,26.87,17.83,44.71,16.04,24.6,0,2,2,5,4,1,0,0,0,0,0,1,0,PhD,Married,87,2
492,23,29196.68,36,289.67,16.45,137.31,12.14,16.72,58.3,5,2,9,7,3,2,1,0,0,0,0,1,0,PhD,Together,3088,0
493,37,30211.5,48,309.53,8.6,47.0,14.31,7.65,22.91,3,2,4,3,2,2,1,0,0,0,0,0,0,Master,Divorced,1756,2
494,30,91730.89,74,617.6,78.3,180.15,63.91,51.64,117.75,7,1,5,2,1,0,2,1,0,1,0,0,0,Graduation,Married,504,3
495,33,75768.88,86,696.55,51.22,483.6,29.1,34.07,96.3,12,2,6,8,3,0,0,0,1,0,1,0,1,Master,Widow,1193,1
496,39,100701.09,73,1219.92,51.17,774.83,79.33,61.21,94.93,3,3,2,4,1,0,1,0,0,1,0,0,0,PhD,Together,523,3
497,45,99996.0,7,402.75,44.65,653.99,21.54,34.24,80.91,8,5,13,5,2,1,2,1,0,0,0,0,0,2n Cycle,Together,927,1
498,29,99845.67,41,494.31,24.87,541.43,56.7,73.55,34.44,4,3,13,0,1,0,2,1,0,1,0,0,0,Master,Widow,1629,1
499,46,33559.96,20,115.98,20.51,47.16,22.37,12.26,36.85,3,1,5,6,2,2,2,0,0,0,0,0,0,Graduation,Divorced,2151,2
500,55,33981.95,41,149.57,10.48,79.34,19.31,12.65,9.39,1,0,6,4,0,2,0,0,0,0,0,0,0,Graduation,Divorced,237,2
501,22,13421.79,90,351.56,22.37,81.45,39.84,19.06,16.82,3,0,0,1,2,1,0,1,0,0,0,0,0,Graduation,Together,1895,2
502,53,96232.62,4,796.87,31.83,308.59,153.15,90.79,96.73,4,4,7,4,1,0,0,1,0,1,0,0,0,Basic,Widow,2375,3
503,19,70012.96,5,727.12,85.77,475.93,144.98,53.59,121.36,8,1,16,8,1,0,0,1,1,1,0,1,0,Master,Single,675,1
504,55,34598.78,27,157.9,13.26,0.0,17.3,17.43,32.06,2,1,7,10,3,1,1,0,0,0,0,0,0,2n Cycle,Married,1786,0
505,46,35843.85,58,232.9,20.18,77.87,16.95,16.81,30.67,0,1,1,3,3,2,1,0,0,0,1,1,1,Basic,Together,171,2
506,35,31248.71,73,191.71,13.2,95.5,22.13,22.88,6.9,1,0,2,7,3,2,2,0,0,0,0,0,1,Basic,Single,1780,2
507,28,5000.0,22,438.88,34.49,80.67,35.66,21.41,32.72,3,0,5,6,0,0,2,1,0,0,1,0,0,Basic,Single,3479,0
508,27,73865.54,99,698.65,53.53,120.9,77.65,48.77,44.84,6,8,7,6,0,1,0,1,0,1,0,0,0,Master,Single,1452,1
509,44,15743.41,98,197.26,9.79,25.01,17.85,15.33,12.23,1,0,2,4,0,2,0,0,0,0,0,0,0,Graduation,Widow,2608,2
510,62,19994.87,58,93.21,28.18,154.67,5.61,6.37,30.87,2,0,3,4,2,1,0,0,0,0,0,0,0,Graduation,Married,1709,2
511,37,80919.96,96,753.7,39.85,606.81,63.6,52.44,132.35,14,8,10,9,2,0,0,0,0,0,1,0,0,Master,Divorced,1065,1
512,21,31484.47,18,336.46,22.32,126.33,71.75,16.84,11.11,3,1,4,5,2,2,1,0,0,1,0,0,1,Basic,Together,1655,0
513,30,58371.21,15,591.16,55.2,136.63,84.44,59.03,31.93,9,6,15,3,1,1,1,1,0,1,0,0,0,PhD,Married,708,1
514,37,73026.6,74,829.22,94.16,336.35,42.66,33.95,111.85,8,3,10,4,1,0,1,0,0,0,1,1,0,PhD,Married,991,3
515,37,93528.5,24,714.01,57.6,237.09,18.82,54.27,139.35,6,7,12,4,0,0,1,0,1,1,0,0,0,Basic,Widow,1542,1
516,44,13786.36,69,108.77,11.8,80.98,11.46,21.88,7.91,0,0,1,6,3,2,0,0,0,0,0,0,0,2n Cycle,Widow,2771,2
517,47,69817.71,96,916.72,100.65,294.32,77.99,42.32,89.95,3,4,4,9,3,0,1,0,0,1,0,0,0,PhD,Divorced,799,3
518,63,66895.13,96,739.36,6.03,817.54,39.15,46.47,144.69,3,6,8,5,1,0,1,0,0,1,1,0,0,PhD,Divorced,575,3
519,47,9102.66,39,308.29,29.34,47.76,21.68,0.0,28.52,1,0,4,10,2,2,2,0,0,1,0,0,0,2n Cycle,Single,64,0
520,42,101957.97,8,638.88,52.14,343.52,100.92,40.29,120.8,6,2,3,5,2,0,2,1,0,0,0,0,0,PhD,Widow,562,3
521,19,90258.67,54,765.17,51.6,313.06,59.83,36.92,60.8,8,4,10,4,1,0,0,0,0,0,0,0,0,PhD,Widow,2583,1
522,19,11434.72,64,361.88,29.07,185.89,47.43,18.47,8.13,5,0,1,6,0,2,2,0,0,0,0,0,0,2n Cycle,Together,540,2
523,27,6542.92,1,212.41,6.93,62.37,28.18,6.19,33.77,2,0,3,5,2,1,0,0,0,0,1,0,0,Graduation,Divorced,2845,2
524,36,80825.25,37,602.97,35.65,341.4,90.41,44.56,115.85,14,2,13,4,1,0,2,1,0,0,1,0,0,PhD,Divorced,2328,3
525,25,91048.75,27,599.8,57.2,77.78,98.67,75.08,30.11,13,4,14,8,1,0,2,0,0,0,0,0,0,2n Cycle,Together,3579,1
526,23,22448.59,38,306.54,32.4,41.48,6.38,9.0,39.3,2,2,5,4,1,1,1,0,0,0,0,0,0,Graduation,Married,2835,2
527,63,37495.53,66,150.74,19.82,75.8,17.87,4.72,3.31,1,0,2,5,2,2,2,0,0,0,0,0,0,PhD,Widow,499,2
528,50,94048.56,42,791.86,54.53,0.0,225.87,100.16,122.77,3,6,7,6,3,0,2,1,0,0,0,0,0,Master,Divorced,3277,3
529,21,27063.43,70,295.19,23.93,181.06,51.74,14.31,38.44,3,1,7,3,1,1,2,1,0,0,0,0,0,2n Cycle,Single,1545,0
530,39,81916.68,94,566.73,86.97,197.76,73.79,46.78,118.41,6,0,5,4,0,0,1,0,0,1,0,0,0,Master,Divorced,1839,3
531,20,32973.64,51,142.08,28.83,168.82,47.02,11.45,31.24,5,1,5,4,2,1,2,0,1,0,0,0,0,Master,Together,2981,0
532,44,91890.0,2,1081.35,82.98,269.46,98.64,41.05,186.63,2,1,8,2,5,0,1,1,0,0,1,0,0,PhD,Widow,2686,3
533,21,21244.69,47,258.92,20.25,180.95,24.79,19.3,0.0,3,3,6,3,0,0,1,0,0,0,0,0,0,PhD,Widow,1187,0
534,37,43971.33,17,578.28,80.55,290.01,154.37,86.14,33.65,12,4,13,6,1,1,0,1,1,0,0,1,0,Graduation,Divorced,890,3
535,41,15803.91,11,161.63,16.39,83.39,30.82,5.7,30.51,0,2,6,5,1,2,0,0,1,0,0,0,0,Master,Single,1309,0
536,32,97603.37,29,397.46,27.95,199.13,51.14,28.39,105.08,10,5,10,6,5,1,2,1,0,0,0,0,0,2n Cycle,Divorced,1547,1
537,43,88563.77,5,1288.35,103.56,529.78,32.42,49.85,104.28,6,4,15,7,3,0,1,0,0,1,0,0,0,Basic,Widow,204,1
538,48,73429.74,9,639.53,43.98,231.94,140.7,73.71,138.45,8,4,7,7,0,0,2,1,1,0,1,0,0,Graduation,Single,2239,3
539,39,36256.87,94,223.45,6.8,172.41,21.89,13.81,61.28,3,1,5,6,3,1,2,1,0,0,0,0,0,PhD,Together,3583,2
540,31,96548.81,18,278.85,49.02,270.13,58.21,21.4,75.74,8,7,15,3,2,1,2,1,1,1,0,0,0,Graduation,Single,2024,1
541,35,67559.41,14,131.79,50.3,344.11,86.0,85.7,114.48,5,4,7,2,3,0,2,1,0,1,0,0,0,Master,Single,2487,1
542,36,103046.83,0,792.83,64.47,172.73,91.14,60.35,22.17,4,5,4,4,1,0,2,1,1,0,1,0,0,PhD,Together,2195,3
543,25,80241.13,77,867.03,26.75,604.19,50.66,75.57,112.94,6,1,11,6,5,0,1,0,0,0,0,0,0,Basic,Single,1594,1
544,30,82926.01,59,1125.7,40.49,246.6,117.03,11.52,77.6,4,4,5,6,1,0,1,1,0,0,1,0,0,Basic,Widow,383,1
545,32,88151.11,29,927.98,72.56,613.82,178.47,47.52,68.7,7,1,11,3,1,0,0,0,1,1,0,0,0,Master,Widow,2543,1
546,39,33964.85,33,170.24,22.89,187.03,25.03,7.26,25.06,1,1,3,8,1,1,0,0,0,0,1,0,0,Basic,Married,2941,0
547,29,21043.01,25,294.55,47.58,240.0,1.06,23.9,47.89,4,0,6,4,0,2,0,0,0,0,0,0,0,2n Cycle,Widow,398,0
548,39,22502.64,3,223.81,13.86,64.29,27.15,9.43,26.19,2,1,1,11,0,1,0,0,0,0,0,1,0,2n Cycle,Married,1481,0
549,26,15609.57,19,304.62,18.42,112.46,82.94,21.56,36.32,1,1,9,4,1,2,0,0,0,0,0,0,0,Graduation,Married,1807,0
550,34,98467.85,3,749.49,111.32,590.0,175.08,17.47,126.47,0,3,6,6,3,0,2,0,0,1,0,0,1,PhD,Single,1886,3
551,41,90689.11,59,682.82,98.65,771.18,136.25,86.24,78.29,5,2,5,4,2,0,2,0,0,1,0,1,0,Basic,Divorced,3434,3
552,32,104675.62,42,615.87,66.15,245.8,40.18,60.73,64.79,7,3,12,11,4,0,0,1,1,1,1,0,0,2n Cycle,Divorced,521,1
553,23,20846.38,98,209.22,34.81,167.8,32.99,24.18,24.91,5,0,4,2,2,1,2,0,1,0,0,0,0,Basic,Single,1825,0
554,39,80901.14,11,1106.42,49.28,318.77,109.04,93.33,94.7,7,2,6,6,3,0,1,0,1,0,0,0,0,Basic,Married,3356,1
